date [-],day ahead price [PLN/MWh],imbalance price [PLN/MWh],load forecast [MWh],load actual [MWh],biomass [MWh],fossil brown coal/lignite [MWh],fossil coal-derived gas [MWh],fossil gas [MWh],fossil hard coal [MWh],fossil oil [MWh],hydro pumped storage [MWh],hydro run-of-river and poundage [MWh],hydro water reservoir [MWh],solar [MWh],wind onshore [MWh],total generation [MWh],renewable generation [MWh],non-renewable generation [MWh],solar's share in renewable [%],solar's share in total [%],wind's share in renewable [%],wind's share in total [%],renewable's share in total [%],non-renewable's share in total [%]
2023-10-17 16:00:00+02:00,155.34,700,21628,22255,295,4138,59,1736,9717,333,111,124,0,1784,1268,19565,3287,16278,0.54,0.09,0.39,0.06,0.17,0.83
2023-10-17 17:00:00+02:00,174.29,765.73,22298,22299,292,4072,57,1940,10790,292,375,129,25,321,1249,19542,2099,17443,0.15,0.02,0.6,0.06,0.11,0.89
2023-10-17 18:00:00+02:00,176.55,762.84,23097,23130,294,4054,55,1933,11154,284,812,132,29,5,1687,20439,2665,17774,0,0,0.63,0.08,0.13,0.87
2023-10-17 19:00:00+02:00,174.18,700,22966,23357,297,4033,52,1930,10777,282,806,128,29,0,2271,20605,3234,17371,0,0,0.7,0.11,0.16,0.84
2023-10-17 20:00:00+02:00,160.82,700,22491,22668,296,4137,51,1822,9622,281,497,120,29,0,2595,19450,3241,16209,0,0,0.8,0.13,0.17,0.83
2023-10-17 21:00:00+02:00,140.13,694.27,21124,21271,294,4110,54,1562,8696,286,596,116,29,0,2823,18566,3564,15002,0,0,0.79,0.15,0.19,0.81
2023-10-17 22:00:00+02:00,126.55,639.42,19114,19592,220,3988,54,1446,8400,293,232,113,4,0,2927,17677,3276,14401,0,0,0.89,0.17,0.19,0.81
2023-10-17 23:00:00+02:00,103.58,580.37,17857,18229,98,3681,53,1449,8002,294,17,113,0,0,3008,16715,3138,13577,0,0,0.96,0.18,0.19,0.81
2023-10-18 00:00:00+02:00,91.84,472.01,16645,17035,86,3112,54,1431,8046,281,0,110,0,0,3252,16372,3362,13010,0,0,0.97,0.2,0.21,0.79
2023-10-18 01:00:00+02:00,92.49,470.3,16235,16494,82,2978,53,1430,8021,277,0,114,0,0,3355,16310,3469,12841,0,0,0.97,0.21,0.21,0.79
2023-10-18 02:00:00+02:00,92.48,470.3,15924,16130,83,3033,54,1428,7844,277,0,123,0,0,3367,16209,3490,12719,0,0,0.96,0.21,0.22,0.78
2023-10-18 03:00:00+02:00,94.84,470.3,16015,16264,83,3015,55,1428,7918,275,0,124,0,0,3533,16431,3657,12774,0,0,0.97,0.22,0.22,0.78
2023-10-18 04:00:00+02:00,98.11,470.3,16611,16651,83,2948,55,1427,8132,275,0,124,0,0,3519,16563,3643,12920,0,0,0.97,0.21,0.22,0.78
2023-10-18 05:00:00+02:00,100.96,472.02,18159,17651,84,3405,61,1445,8370,277,0,109,0,0,3430,17181,3539,13642,0,0,0.97,0.2,0.21,0.79
2023-10-18 06:00:00+02:00,126.2,723.93,21009,20436,93,4053,62,1655,9611,279,40,109,0,0,3215,19117,3364,15753,0,0,0.96,0.17,0.18,0.82
2023-10-18 07:00:00+02:00,152.28,738,22277,22217,98,4257,60,1732,10330,286,464,115,25,268,3052,20687,3924,16763,0.07,0.01,0.78,0.15,0.19,0.81
2023-10-18 08:00:00+02:00,140.87,736.84,22611,23050,100,4204,58,1684,9853,342,312,89,29,2069,2789,21529,5288,16241,0.39,0.1,0.53,0.13,0.25,0.75
2023-10-18 09:00:00+02:00,115.66,694.43,22465,22777,190,4042,59,1590,8924,338,195,100,4,4239,2273,21954,6811,15143,0.62,0.19,0.33,0.1,0.31,0.69
2023-10-18 10:00:00+02:00,84.58,470.3,22019,21846,244,3738,57,1380,8215,331,18,83,0,5883,1842,21791,7826,13965,0.75,0.27,0.24,0.08,0.36,0.64
2023-10-18 11:00:00+02:00,76.92,395.67,21922,21356,264,3215,57,1345,7580,332,0,80,0,6580,1834,21287,8494,12793,0.77,0.31,0.22,0.09,0.4,0.6
2023-10-18 12:00:00+02:00,70.09,442.1,22034,21142,259,3191,54,1330,7580,323,0,103,0,6908,1774,21522,8785,12737,0.79,0.32,0.2,0.08,0.41,0.59
2023-10-18 13:00:00+02:00,67.83,455.15,22245,21168,270,3380,52,1329,7762,333,0,112,0,6824,1605,21667,8541,13126,0.8,0.31,0.19,0.07,0.39,0.61
2023-10-18 14:00:00+02:00,84.82,469.12,21804,21096,284,3458,51,1330,7865,350,0,115,0,6173,1363,20989,7651,13338,0.81,0.29,0.18,0.06,0.36,0.64
2023-10-18 15:00:00+02:00,99.77,538.13,21818,21387,288,3895,53,1398,8235,352,0,119,0,4617,991,19948,5727,14221,0.81,0.23,0.17,0.05,0.29,0.71
2023-10-18 16:00:00+02:00,146.46,694.43,21834,21785,295,4224,53,1688,9231,354,155,137,25,2288,796,19246,3401,15845,0.67,0.12,0.23,0.04,0.18,0.82
2023-10-18 17:00:00+02:00,161.26,763.89,22083,22311,295,4167,52,1944,10757,354,614,142,28,368,749,19470,1901,17569,0.19,0.02,0.39,0.04,0.1,0.9
2023-10-18 18:00:00+02:00,166.17,763.89,23364,23328,296,4238,50,1943,11052,356,848,148,28,9,933,19901,1966,17935,0,0,0.47,0.05,0.1,0.9
2023-10-18 19:00:00+02:00,166.43,766.77,23351,23561,295,4256,50,1942,11001,356,964,144,29,0,1100,20137,2237,17900,0,0,0.49,0.05,0.11,0.89
2023-10-18 20:00:00+02:00,161.29,700.82,22938,22856,295,4232,50,1922,10608,355,732,132,29,0,1210,19565,2103,17462,0,0,0.58,0.06,0.11,0.89
2023-10-18 21:00:00+02:00,143.66,647.71,21627,21258,295,4316,49,1655,9886,355,90,127,4,0,1344,18121,1565,16556,0,0,0.86,0.07,0.09,0.91
2023-10-18 22:00:00+02:00,111.34,525.05,19617,19580,285,4122,45,1457,8786,356,0,123,0,0,1631,16805,1754,15051,0,0,0.93,0.1,0.1,0.9
2023-10-18 23:00:00+02:00,87.63,455.97,18361,18191,279,3358,48,1415,8460,354,0,121,0,0,2067,16102,2188,13914,0,0,0.94,0.13,0.14,0.86
2023-10-19 00:00:00+02:00,89.83,418.04,16731,17190,279,3005,48,1416,7963,353,0,121,0,0,2294,15479,2415,13064,0,0,0.95,0.15,0.16,0.84
2023-10-19 01:00:00+02:00,91.79,418.04,16265,16458,283,3017,49,1428,7969,352,0,121,0,0,2459,15678,2580,13098,0,0,0.95,0.16,0.16,0.84
2023-10-19 02:00:00+02:00,86.81,344.2,15797,16140,282,3106,50,1417,7661,354,0,121,0,0,2676,15667,2797,12870,0,0,0.96,0.17,0.18,0.82
2023-10-19 03:00:00+02:00,85.78,344.22,15876,16181,278,3120,52,1417,7628,353,0,117,0,0,2953,15918,3070,12848,0,0,0.96,0.19,0.19,0.81
2023-10-19 04:00:00+02:00,86.17,344.16,16554,16530,281,2970,54,1416,7770,352,0,112,0,0,3327,16282,3439,12843,0,0,0.97,0.2,0.21,0.79
2023-10-19 05:00:00+02:00,91.2,344.22,18234,17463,282,3176,55,1429,7774,354,0,110,0,0,3586,16766,3696,13070,0,0,0.97,0.21,0.22,0.78
2023-10-19 06:00:00+02:00,119.41,426.6,21166,20283,280,4311,55,1544,8256,354,8,109,0,0,3850,18767,3967,14800,0,0,0.97,0.21,0.21,0.79
2023-10-19 07:00:00+02:00,136.12,570.47,22233,22079,287,4610,58,1645,8915,354,287,114,25,159,4007,20461,4592,15869,0.03,0.01,0.87,0.2,0.22,0.78
2023-10-19 08:00:00+02:00,136.52,541.71,22703,22887,288,4556,58,1633,8973,351,363,107,29,1017,3880,21255,5396,15859,0.19,0.05,0.72,0.18,0.25,0.75
2023-10-19 09:00:00+02:00,127,616.85,22732,22869,285,4579,53,1477,8907,348,217,101,4,1914,3318,21203,5554,15649,0.34,0.09,0.6,0.16,0.26,0.74
2023-10-19 10:00:00+02:00,110.72,616.32,22505,22532,283,4568,49,1489,8929,346,57,82,0,2342,2961,21106,5442,15664,0.43,0.11,0.54,0.14,0.26,0.74
2023-10-19 11:00:00+02:00,111.41,618.13,22489,22859,280,4544,51,1592,9382,344,112,79,0,2467,2884,21735,5542,16193,0.45,0.11,0.52,0.13,0.25,0.75
2023-10-19 12:00:00+02:00,106.23,622.35,22643,22940,289,4660,45,1556,9235,351,277,111,0,2074,2845,21443,5307,16136,0.39,0.1,0.54,0.13,0.25,0.75
2023-10-19 13:00:00+02:00,107.2,618.64,22748,23103,287,4646,48,1552,9381,352,186,121,0,1765,2945,21283,5017,16266,0.35,0.08,0.59,0.14,0.24,0.76
2023-10-19 14:00:00+02:00,113.59,618.65,22237,22780,290,4697,47,1596,9529,357,0,122,0,1325,3113,21076,4560,16516,0.29,0.06,0.68,0.15,0.22,0.78
2023-10-19 15:00:00+02:00,123.58,618.65,22114,22580,291,4660,49,1550,9672,357,13,131,0,866,3331,20920,4341,16579,0.2,0.04,0.77,0.16,0.21,0.79
2023-10-19 16:00:00+02:00,134.25,618.08,22030,22494,296,4672,45,1551,9636,358,5,148,0,356,3701,20768,4210,16558,0.08,0.02,0.88,0.18,0.2,0.8
2023-10-19 17:00:00+02:00,135.36,617.5,22120,22801,296,4772,46,1583,9424,358,102,160,25,109,4033,20908,4429,16479,0.02,0.01,0.91,0.19,0.21,0.79
2023-10-19 18:00:00+02:00,135.97,622.35,23037,23388,296,4678,45,1587,9686,357,486,163,29,4,4180,21511,4862,16649,0,0,0.86,0.19,0.23,0.77
2023-10-19 19:00:00+02:00,127.43,618.14,22916,23314,294,4645,49,1584,9242,345,717,159,29,0,4153,21217,5058,16159,0,0,0.82,0.2,0.24,0.76
2023-10-19 20:00:00+02:00,116.42,617.45,22508,22645,291,4649,50,1581,8901,331,612,151,29,0,4138,20733,4930,15803,0,0,0.84,0.2,0.24,0.76
2023-10-19 21:00:00+02:00,89.19,570.47,21200,21121,289,4520,51,1537,8395,330,362,150,4,0,4233,19871,4749,15122,0,0,0.89,0.21,0.24,0.76
2023-10-19 22:00:00+02:00,97.03,433.08,19195,19451,282,3858,47,1388,7709,335,32,145,0,0,4183,17979,4360,13619,0,0,0.96,0.23,0.24,0.76
2023-10-19 23:00:00+02:00,80.9,434.7,17940,18002,281,3522,48,1335,7630,340,0,146,0,0,4050,17352,4196,13156,0,0,0.97,0.23,0.24,0.76
2023-10-20 00:00:00+02:00,77.07,439.54,16961,16862,270,3033,54,1308,7240,345,0,126,0,0,3982,16358,4108,12250,0,0,0.97,0.24,0.25,0.75
2023-10-20 01:00:00+02:00,65.54,432.15,16362,16371,251,2607,57,1274,7166,345,0,122,0,0,3909,15731,4031,11700,0,0,0.97,0.25,0.26,0.74
2023-10-20 02:00:00+02:00,61.86,354.34,15911,16058,260,2566,55,1232,7096,344,0,122,0,0,4060,15735,4182,11553,0,0,0.97,0.26,0.27,0.73
2023-10-20 03:00:00+02:00,61.9,354.33,16103,16132,269,2517,57,1266,7088,343,0,118,0,0,4321,15979,4439,11540,0,0,0.97,0.27,0.28,0.72
2023-10-20 04:00:00+02:00,61.98,354.32,16691,16277,268,2580,60,1240,7060,341,0,113,0,0,4258,15920,4371,11549,0,0,0.97,0.27,0.27,0.73
2023-10-20 05:00:00+02:00,65.66,434.22,18181,17215,268,3023,60,1324,7304,341,0,112,0,0,4402,16834,4514,12320,0,0,0.98,0.26,0.27,0.73
2023-10-20 06:00:00+02:00,95.26,450.26,21217,20030,270,4232,60,1377,7855,343,5,111,0,0,4597,18850,4713,14137,0,0,0.98,0.24,0.25,0.75
2023-10-20 07:00:00+02:00,98.62,467.82,22294,21796,278,4604,62,1408,8363,343,63,117,25,45,4929,20237,5179,15058,0.01,0,0.95,0.24,0.26,0.74
2023-10-20 08:00:00+02:00,98.09,467.82,22798,22689,280,4629,62,1400,8532,343,320,85,29,287,5045,21012,5766,15246,0.05,0.01,0.87,0.24,0.27,0.73
2023-10-20 09:00:00+02:00,98.74,530,22690,23094,270,4581,58,1588,8699,342,684,78,29,695,5244,22268,6730,15538,0.1,0.03,0.78,0.24,0.3,0.7
2023-10-20 10:00:00+02:00,99.68,475.36,22429,23080,269,4428,57,1652,8904,342,311,69,4,1010,5491,22537,6885,15652,0.15,0.04,0.8,0.24,0.31,0.69
2023-10-20 11:00:00+02:00,98.29,544.84,22466,23358,268,4476,57,1758,9217,340,73,67,0,1211,5715,23182,7066,16116,0.17,0.05,0.81,0.25,0.3,0.7
2023-10-20 12:00:00+02:00,98.35,474.82,22486,23310,276,4390,56,1640,9015,344,0,99,0,1131,5834,22785,7064,15721,0.16,0.05,0.83,0.26,0.31,0.69
2023-10-20 13:00:00+02:00,94.73,473.58,22539,23290,276,4254,51,1565,8399,346,0,109,0,1004,6069,22073,7182,14891,0.14,0.05,0.85,0.27,0.33,0.67
2023-10-20 14:00:00+02:00,92.93,467.82,22105,22811,277,4325,49,1544,7993,347,10,112,0,669,6408,21734,7199,14535,0.09,0.03,0.89,0.29,0.33,0.67
2023-10-20 15:00:00+02:00,95.32,467.82,21978,22622,276,4388,52,1380,8159,349,10,121,0,465,6706,21906,7302,14604,0.06,0.02,0.92,0.31,0.33,0.67
2023-10-20 16:00:00+02:00,95.32,466.15,21848,22408,274,4385,53,1345,8041,352,1,133,0,236,6913,21733,7283,14450,0.03,0.01,0.95,0.32,0.34,0.66
2023-10-20 17:00:00+02:00,88.46,467.82,22210,22763,275,4267,51,1372,8280,352,139,139,0,86,7189,22150,7553,14597,0.01,0,0.95,0.32,0.34,0.66
2023-10-20 18:00:00+02:00,88.45,473.02,23014,23198,279,4193,49,1509,8452,353,587,151,25,5,7199,22802,7967,14835,0,0,0.9,0.32,0.35,0.65
2023-10-20 19:00:00+02:00,85.5,473.04,22864,23044,277,4199,52,1381,8366,355,643,157,29,0,7107,22566,7936,14630,0,0,0.9,0.31,0.35,0.65
2023-10-20 20:00:00+02:00,81.7,467.82,22364,22249,276,4164,52,1348,8194,353,82,157,4,0,7007,21637,7250,14387,0,0,0.97,0.32,0.34,0.66
2023-10-20 21:00:00+02:00,73.35,444.89,21214,20668,276,3610,50,1279,7919,351,0,163,0,0,6772,20420,6935,13485,0,0,0.98,0.33,0.34,0.66
2023-10-20 22:00:00+02:00,69.54,413.74,19464,19204,271,2854,47,1230,7275,352,0,162,0,0,6481,18672,6643,12029,0,0,0.98,0.35,0.36,0.64
2023-10-20 23:00:00+02:00,56.13,413.1,18025,18025,269,2584,48,1274,7099,352,0,145,0,0,6140,17911,6285,11626,0,0,0.98,0.34,0.35,0.65
2023-10-21 00:00:00+02:00,53.1,412.64,16681,16850,273,1860,50,1269,6768,356,0,125,0,0,5783,16484,5908,10576,0,0,0.98,0.35,0.36,0.64
2023-10-21 01:00:00+02:00,42.74,392.13,16006,16089,272,1756,48,1222,6542,357,0,130,0,0,5140,15467,5270,10197,0,0,0.98,0.33,0.34,0.66
2023-10-21 02:00:00+02:00,40.31,392.13,15536,15669,273,1802,51,1233,6560,355,0,130,0,0,4697,15101,4827,10274,0,0,0.97,0.31,0.32,0.68
2023-10-21 03:00:00+02:00,44.78,412.64,15473,15603,273,1908,53,1285,6688,353,0,131,0,0,4366,15057,4497,10560,0,0,0.97,0.29,0.3,0.7
2023-10-21 04:00:00+02:00,44.77,432.33,15664,15648,272,2218,55,1294,6723,352,0,144,0,0,3885,14943,4029,10914,0,0,0.96,0.26,0.27,0.73
2023-10-21 05:00:00+02:00,55.98,434.76,16110,15842,270,2570,56,1380,6847,354,26,145,0,0,3432,15080,3603,11477,0,0,0.95,0.23,0.24,0.76
2023-10-21 06:00:00+02:00,77.83,445.99,17057,16840,263,2899,56,1532,7469,354,119,142,0,0,3031,15865,3292,12573,0,0,0.92,0.19,0.21,0.79
2023-10-21 07:00:00+02:00,95.45,445.92,18245,17685,262,3117,60,1465,7862,355,59,144,0,56,2701,16081,2960,13121,0.02,0,0.91,0.17,0.18,0.82
2023-10-21 08:00:00+02:00,95.43,489.93,19393,18985,265,3308,61,1491,8120,355,293,162,0,333,2451,16839,3239,13600,0.1,0.02,0.76,0.15,0.19,0.81
2023-10-21 09:00:00+02:00,95.81,562.38,19899,19889,264,3481,60,1647,8786,354,420,171,0,900,2143,18226,3634,14592,0.25,0.05,0.59,0.12,0.2,0.8
2023-10-21 10:00:00+02:00,98.52,562.4,19818,20172,262,3656,56,1628,8761,353,149,162,0,1656,1822,18505,3789,14716,0.44,0.09,0.48,0.1,0.2,0.8
2023-10-21 11:00:00+02:00,95.42,563.06,19740,19948,263,3568,54,1604,8771,348,5,152,0,2378,1496,18639,4031,14608,0.59,0.13,0.37,0.08,0.22,0.78
2023-10-21 12:00:00+02:00,93.89,562.4,19697,19671,271,3503,54,1522,8788,335,0,139,0,3243,1318,19173,4700,14473,0.69,0.17,0.28,0.07,0.25,0.75
2023-10-21 13:00:00+02:00,95.42,471.46,19534,19291,271,3568,52,1473,7795,327,0,138,0,3674,1143,18441,4955,13486,0.74,0.2,0.23,0.06,0.27,0.73
2023-10-21 14:00:00+02:00,99.97,458.79,19060,18658,271,3624,51,1397,7640,315,0,138,0,3607,1109,18152,4854,13298,0.74,0.2,0.23,0.06,0.27,0.73
2023-10-21 15:00:00+02:00,98.14,445.1,18985,18787,271,3974,53,1299,7404,341,0,136,0,2770,998,17246,3904,13342,0.71,0.16,0.26,0.06,0.23,0.77
2023-10-21 16:00:00+02:00,101.07,489.93,19015,18980,272,4208,53,1369,7577,346,59,154,0,1272,960,16270,2445,13825,0.52,0.08,0.39,0.06,0.15,0.85
2023-10-21 17:00:00+02:00,112.25,554.44,19913,19379,284,4294,52,1539,8242,347,85,161,25,209,991,16229,1471,14758,0.14,0.01,0.67,0.06,0.09,0.91
2023-10-21 18:00:00+02:00,130.77,682.07,20274,20271,295,4342,52,1570,8939,347,857,167,29,5,1189,17792,2247,15545,0,0,0.53,0.07,0.13,0.87
2023-10-21 19:00:00+02:00,118.56,664.99,20111,20094,295,4298,55,1562,8729,347,824,170,29,0,1248,17557,2271,15286,0,0,0.55,0.07,0.13,0.87
2023-10-21 20:00:00+02:00,112.17,562.38,19563,19541,288,4284,54,1563,8335,347,291,159,29,0,1375,16725,1854,14871,0,0,0.74,0.08,0.11,0.89
2023-10-21 21:00:00+02:00,100.78,489.93,18426,18302,272,4182,54,1455,7908,347,14,135,29,0,1489,15885,1667,14218,0,0,0.89,0.09,0.1,0.9
2023-10-21 22:00:00+02:00,95.76,439.75,17238,17193,271,3568,53,1173,7687,346,0,132,29,0,1337,14596,1498,13098,0,0,0.89,0.09,0.1,0.9
2023-10-21 23:00:00+02:00,95.43,445.1,16101,16057,269,3326,56,1171,7457,342,0,132,4,0,1143,13900,1279,12621,0,0,0.89,0.08,0.09,0.91
2023-10-22 00:00:00+02:00,95.69,445.24,14527,15027,273,3222,55,1168,6910,340,0,127,0,0,1217,13312,1344,11968,0,0,0.91,0.09,0.1,0.9
2023-10-22 01:00:00+02:00,95.72,432,13885,14516,270,2807,55,1137,6941,340,0,120,0,0,1069,12739,1189,11550,0,0,0.9,0.08,0.09,0.91
2023-10-22 02:00:00+02:00,95.66,428.71,13439,14027,269,2707,52,1174,7297,339,0,116,0,0,988,12942,1104,11838,0,0,0.89,0.08,0.09,0.91
2023-10-22 03:00:00+02:00,95.65,428.71,13188,13898,269,2661,54,1184,7233,340,0,116,0,0,1004,12861,1120,11741,0,0,0.9,0.08,0.09,0.91
2023-10-22 04:00:00+02:00,95.64,428.71,13279,14022,270,2888,53,1183,7283,340,0,116,0,0,1015,13148,1131,12017,0,0,0.9,0.08,0.09,0.91
2023-10-22 05:00:00+02:00,95.69,428.71,13718,14231,269,3104,54,1181,7374,341,0,116,0,0,1100,13539,1216,12323,0,0,0.9,0.08,0.09,0.91
2023-10-22 06:00:00+02:00,95.67,432,14454,14724,263,3195,53,1175,7365,343,0,115,0,0,1275,13784,1390,12394,0,0,0.92,0.09,0.1,0.9
2023-10-22 07:00:00+02:00,95.62,428.26,15435,14924,256,2959,54,1161,7204,344,0,121,0,42,1272,13413,1435,11978,0.03,0,0.89,0.09,0.11,0.89
2023-10-22 08:00:00+02:00,95.74,437.57,16751,15935,258,3013,55,1175,7380,333,0,137,0,232,1323,13906,1692,12214,0.14,0.02,0.78,0.1,0.12,0.88
2023-10-22 09:00:00+02:00,95.71,445.16,17652,17129,255,3246,54,1175,7146,321,0,143,0,658,1323,14321,2124,12197,0.31,0.05,0.62,0.09,0.15,0.85
2023-10-22 10:00:00+02:00,93.14,458.42,17817,17881,256,3818,52,1173,6998,328,0,134,0,1043,1246,15048,2423,12625,0.43,0.07,0.51,0.08,0.16,0.84
2023-10-22 11:00:00+02:00,76.7,458.43,17977,18155,257,3728,55,1110,7015,331,0,124,0,1340,1041,15001,2505,12496,0.53,0.09,0.42,0.07,0.17,0.83
2023-10-22 12:00:00+02:00,76.73,450.13,18142,18356,262,3434,55,1108,7054,341,0,112,0,1535,967,14868,2614,12254,0.59,0.1,0.37,0.07,0.18,0.82
2023-10-22 13:00:00+02:00,78.57,461.22,18234,18517,264,3489,53,1092,7117,340,154,112,0,1599,1040,15260,2905,12355,0.55,0.1,0.36,0.07,0.19,0.81
2023-10-22 14:00:00+02:00,78.69,450.13,18138,18230,264,3701,53,1087,6972,337,0,112,0,1245,1355,15126,2712,12414,0.46,0.08,0.5,0.09,0.18,0.82
2023-10-22 15:00:00+02:00,81.37,458.41,17956,17701,263,3801,52,1126,7072,344,0,112,0,842,1529,15141,2483,12658,0.34,0.06,0.62,0.1,0.16,0.84
2023-10-22 16:00:00+02:00,95.74,445.58,17898,17416,265,3756,55,1164,7399,344,0,152,0,448,1684,15267,2284,12983,0.2,0.03,0.74,0.11,0.15,0.85
2023-10-22 17:00:00+02:00,112.36,566.41,18083,17958,265,4273,53,1334,8087,335,447,162,25,127,1828,16936,2589,14347,0.05,0.01,0.71,0.11,0.15,0.85
2023-10-22 18:00:00+02:00,124.67,568.72,18372,18822,262,4374,53,1427,8606,338,744,164,29,9,2054,18060,3000,15060,0,0,0.68,0.11,0.17,0.83
2023-10-22 19:00:00+02:00,138.67,647.71,18300,18948,264,4347,55,1471,8879,337,759,160,29,0,2380,18681,3328,15353,0,0,0.72,0.13,0.18,0.82
2023-10-22 20:00:00+02:00,124.69,557,18033,18613,262,4340,55,1414,8658,335,401,156,29,0,2605,18255,3191,15064,0,0,0.82,0.14,0.17,0.83
2023-10-22 21:00:00+02:00,112.47,485.65,17020,17634,263,4377,54,1313,8067,334,28,151,29,0,2732,17348,2940,14408,0,0,0.93,0.16,0.17,0.83
2023-10-22 22:00:00+02:00,102.18,417.45,16154,16725,264,4321,54,1215,7807,336,0,136,4,0,2775,16912,2915,13997,0,0,0.95,0.16,0.17,0.83
2023-10-22 23:00:00+02:00,95.69,439.39,15143,15644,263,3531,56,1145,7681,336,0,135,0,0,2803,15950,2938,13012,0,0,0.95,0.18,0.18,0.82
2023-10-23 00:00:00+02:00,95.71,445.32,14483,14891,262,3674,54,1176,7471,337,0,136,0,0,2754,15864,2890,12974,0,0,0.95,0.17,0.18,0.82
2023-10-23 01:00:00+02:00,99.77,456.41,14137,14576,266,4008,54,1185,7711,335,0,136,0,0,2738,16433,2874,13559,0,0,0.95,0.17,0.17,0.83
2023-10-23 02:00:00+02:00,101.28,471.25,13944,14427,266,4121,54,1228,7801,337,0,136,0,0,2532,16475,2668,13807,0,0,0.95,0.15,0.16,0.84
2023-10-23 03:00:00+02:00,100.06,540.96,14053,14527,263,4099,55,1251,7915,337,0,125,0,0,2327,16372,2452,13920,0,0,0.95,0.14,0.15,0.85
2023-10-23 04:00:00+02:00,98.61,585.22,14868,14983,262,4053,56,1419,8316,338,0,124,0,0,1996,16564,2120,14444,0,0,0.94,0.12,0.13,0.87
2023-10-23 05:00:00+02:00,105.13,561.95,16783,16143,263,4015,56,1577,8889,338,0,124,0,0,1902,17164,2026,15138,0,0,0.94,0.11,0.12,0.88
2023-10-23 06:00:00+02:00,143.66,680.76,20092,19401,260,4526,56,1709,9516,338,135,129,0,0,1939,18608,2203,16405,0,0,0.88,0.1,0.12,0.88
2023-10-23 07:00:00+02:00,152.87,748.92,21783,21195,263,4599,56,1909,9997,337,404,134,0,76,1939,19714,2553,17161,0.03,0,0.76,0.1,0.13,0.87
2023-10-23 08:00:00+02:00,157.11,748.92,22421,22230,266,4633,53,1936,10067,336,402,109,0,785,1830,20417,3126,17291,0.25,0.04,0.59,0.09,0.15,0.85
2023-10-23 09:00:00+02:00,151.55,699.59,22349,22477,264,4687,52,1921,9628,335,272,112,0,1967,1340,20578,3691,16887,0.53,0.1,0.36,0.07,0.18,0.82
2023-10-23 10:00:00+02:00,128.07,652.61,21861,22348,263,4571,49,1694,9290,335,65,102,0,3753,850,20972,4770,16202,0.79,0.18,0.18,0.04,0.23,0.77
2023-10-23 11:00:00+02:00,109.03,556.23,21790,22396,264,4375,51,1571,8915,333,0,101,0,5270,801,21681,6172,15509,0.85,0.24,0.13,0.04,0.28,0.72
2023-10-23 12:00:00+02:00,102.26,419.1,21736,22290,268,4541,52,1369,8087,331,0,124,0,5880,818,21470,6822,14648,0.86,0.27,0.12,0.04,0.32,0.68
2023-10-23 13:00:00+02:00,103.22,441.61,21767,22024,273,4625,52,1402,8313,329,0,132,0,5421,928,21475,6481,14994,0.84,0.25,0.14,0.04,0.3,0.7
2023-10-23 14:00:00+02:00,107,526.77,21559,21680,271,4453,50,1550,8940,322,0,135,0,4503,877,21101,5515,15586,0.82,0.21,0.16,0.04,0.26,0.74
2023-10-23 15:00:00+02:00,129.23,655.61,21691,21902,270,4413,51,1836,9798,326,0,137,0,3147,711,20689,3995,16694,0.79,0.15,0.18,0.03,0.19,0.81
2023-10-23 16:00:00+02:00,142.43,738.71,21859,21918,273,4512,52,2190,10518,334,37,154,25,1377,483,19955,2076,17879,0.66,0.07,0.23,0.02,0.1,0.9
2023-10-23 17:00:00+02:00,163.07,804.36,22513,22375,273,4489,51,2405,11486,337,426,162,29,214,362,20234,1193,19041,0.18,0.01,0.3,0.02,0.06,0.94
2023-10-23 18:00:00+02:00,177.51,810.64,23436,23303,272,4548,50,2471,11851,334,936,165,29,0,391,21047,1521,19526,0,0,0.26,0.02,0.07,0.93
2023-10-23 19:00:00+02:00,173.6,804.37,23440,23414,271,4499,52,2466,11991,333,898,161,29,0,378,21078,1466,19612,0,0,0.26,0.02,0.07,0.93
2023-10-23 20:00:00+02:00,171.54,771.19,22994,22677,272,4480,52,2449,11300,333,543,144,29,0,359,19961,1075,18886,0,0,0.33,0.02,0.05,0.95
2023-10-23 21:00:00+02:00,150.39,729.24,21696,21178,271,4550,52,2351,10533,329,204,139,29,0,321,18779,693,18086,0,0,0.46,0.02,0.04,0.96
2023-10-23 22:00:00+02:00,132.43,666.69,19693,19496,266,4607,50,2052,9483,323,17,132,4,0,340,17274,493,16781,0,0,0.69,0.02,0.03,0.97
2023-10-23 23:00:00+02:00,102.84,556.23,18385,18153,271,4450,54,1759,8796,322,1,130,0,0,413,16196,544,15652,0,0,0.76,0.03,0.03,0.97
2023-10-24 00:00:00+02:00,101.33,512.33,17048,17033,288,4106,55,1717,8330,320,1,138,0,0,514,15469,653,14816,0,0,0.79,0.03,0.04,0.96
2023-10-24 01:00:00+02:00,101.94,445.22,16291,16460,292,4139,53,1704,7816,322,0,132,0,0,551,15009,683,14326,0,0,0.81,0.04,0.05,0.95
2023-10-24 02:00:00+02:00,102.28,445.22,15983,16087,289,4131,50,1708,7934,322,0,130,0,0,602,15166,732,14434,0,0,0.82,0.04,0.05,0.95
2023-10-24 03:00:00+02:00,102.28,445.22,16071,15981,289,4118,50,1722,8089,322,0,129,0,0,749,15468,878,14590,0,0,0.85,0.05,0.06,0.94
